Gestora;Data;Talão;Classificação;Descrição;Valor
SEFIN;03/05/2017;03.05.0052;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.891,58
SEFIN;03/05/2017;03.05.0053;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;246,78
SEFIN;03/05/2017;03.05.0054;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;600,00
SEFIN;03/05/2017;03.05.0055;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;12.540,54
SEFIN;03/05/2017;03.05.0056;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;12.858,50
SEFIN;03/05/2017;03.05.0057;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;651,45
SEFIN;03/05/2017;03.05.0058;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;475,56
SEFIN;03/05/2017;03.05.0059;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;1.426,68
SEFIN;03/05/2017;03.05.0060;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;03/05/2017;03.05.0061;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;1.363,30
SEFIN;03/05/2017;03.05.0062;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;1.188,90
SEFIN;03/05/2017;03.05.0063;1121.22.00.00.00;Taxa de Serviços Administrativos;247,29
SEFIN;03/05/2017;03.05.0064;1121.22.00.00.00;Taxa de Serviços Administrativos;247,29
SEFIN;03/05/2017;03.05.0065;1121.22.00.00.00;Taxa de Serviços Administrativos;104,52
SEFIN;03/05/2017;03.05.0066;1121.29.00.00.00;Taxa de Licença para Execução de Obras;2.728,44
SEFIN;03/05/2017;03.05.0067;1919.99.00.00.00;Outras Multas;176,93
SEFIN;03/05/2017;03.05.0068;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;9.160,27
SEFIN;03/05/2017;03.05.0069;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.654,61
SEFIN;03/05/2017;03.05.0070;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;17,77
SEFIN;03/05/2017;03.05.0071;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;748,00
SEFIN;03/05/2017;03.05.0072;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,58
SEFIN;03/05/2017;03.05.0073;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;292,50
SEFIN;03/05/2017;03.05.0074;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;792,60
SEFIN;03/05/2017;03.05.0075;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.649,78
SEFIN;03/05/2017;03.05.0076;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;94,48
SEFIN;03/05/2017;03.05.0077;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;7,41
SEFIN;03/05/2017;03.05.0078;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;03/05/2017;03.05.0079;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,74
SEFIN;03/05/2017;03.05.0080;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;441,33
SEFIN;03/05/2017;03.05.0081;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;14.333,22
SEFIN;03/05/2017;03.05.0082;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;696,84
SEFIN;03/05/2017;03.05.0083;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;2.387,60
SEFIN;03/05/2017;03.05.0084;1922.99.00.00.00;Outras Restituições;5.978,50
SEFIN;03/05/2017;03.05.0085;1922.99.00.00.00;Outras Restituições;1.850,28
SEFIN;03/05/2017;03.05.0086;1922.99.00.00.00;Outras Restituições;101,60
SEFIN;03/05/2017;03.05.0087;1121.21.00.00.00;Taxa de Controle e Fiscalização Ambiental;3.015,85
AMT;03/05/2017;03.05.0088;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;321,97
SEFIN;04/05/2017;04.05.0188;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;9.631,17
SEFIN;04/05/2017;04.05.0189;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;2.487,35
SEFIN;04/05/2017;04.05.0190;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;358,28
SEFIN;04/05/2017;04.05.0191;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;478,42
SEFIN;04/05/2017;04.05.0192;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;1.775,42
SEFIN;04/05/2017;04.05.0193;1121.22.00.00.00;Taxa de Serviços Administrativos;1.085,65
SEFIN;04/05/2017;04.05.0194;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;04/05/2017;04.05.0195;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;04/05/2017;04.05.0196;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;4.743,31
SEFIN;04/05/2017;04.05.0197;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.113,95
SEFIN;04/05/2017;04.05.0198;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;340,18
SEFIN;04/05/2017;04.05.0199;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.143,05
SEFIN;04/05/2017;04.05.0200;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.894,73
SEFIN;04/05/2017;04.05.0201;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;3.465,48
SEFIN;04/05/2017;04.05.0202;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;276,13
SEFIN;04/05/2017;04.05.0203;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;221,92
SEFIN;04/05/2017;04.05.0204;1121.29.00.00.00;Taxa de Licença para Execução de Obras;2.736,10
SEFIN;04/05/2017;04.05.0205;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;240,64
SEFIN;04/05/2017;04.05.0206;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.276,87
SEFIN;04/05/2017;04.05.0207;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;137,06
SEFIN;04/05/2017;04.05.0208;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.860,00
SEFIN;04/05/2017;04.05.0209;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;353,84
SEFIN;04/05/2017;04.05.0210;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;946,99
SEFIN;04/05/2017;04.05.0211;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;04/05/2017;04.05.0212;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;04/05/2017;04.05.0213;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;04/05/2017;04.05.0214;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.370,68
SEFIN;04/05/2017;04.05.0243;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;779,33
SEFIN;04/05/2017;04.05.0244;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;16.142,81
SEFIN;04/05/2017;04.05.0245;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;83,22
SEFIN;04/05/2017;04.05.0246;1121.36.00.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;240,00
SEFIN;04/05/2017;04.05.0247;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;14.671,55
SEFIN;04/05/2017;04.05.0318;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;3.612,06
SEDUC;04/05/2017;04.05.0319;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;155.364,61
SEFIN;04/05/2017;04.05.0320;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;263,22
AMT;04/05/2017;04.05.0322;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;545,02
AMT;05/05/2017;05.05.0002;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;133,34
SEDUC;05/05/2017;05.05.0003;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;8.411,84
SEDUC;05/05/2017;05.05.0005;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;2.158,60
SEDUC;05/05/2017;05.05.0006;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;2.158,60
SESA;05/05/2017;05.05.0045;1721.33.11.10.00;Piso de Atenção Básica (PAB FIXO);672.182,00
SEFIN;05/05/2017;05.05.0049;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;82,43
SEFIN;05/05/2017;05.05.0061;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;6.163,61
SEFIN;05/05/2017;05.05.0062;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;324,37
SEFIN;05/05/2017;05.05.0063;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;196,98
SEFIN;05/05/2017;05.05.0064;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;98,87
SEFIN;05/05/2017;05.05.0065;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;69,90
SEFIN;05/05/2017;05.05.0066;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;05/05/2017;05.05.0067;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;05/05/2017;05.05.0068;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.945,34
SEFIN;05/05/2017;05.05.0069;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;17.349,34
SEFIN;05/05/2017;05.05.0070;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;440,04
SEFIN;05/05/2017;05.05.0071;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.300,00
SEFIN;05/05/2017;05.05.0072;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;15,50
SEFIN;05/05/2017;05.05.0073;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;708,11
SEFIN;05/05/2017;05.05.0074;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;476,98
SEFIN;05/05/2017;05.05.0075;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;538,98
SEFIN;05/05/2017;05.05.0076;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;3.500,12
SEFIN;05/05/2017;05.05.0077;1121.29.00.00.00;Taxa de Licença para Execução de Obras;1.215,84
SEFIN;05/05/2017;05.05.0078;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;05/05/2017;05.05.0079;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;05/05/2017;05.05.0080;1121.22.00.00.00;Taxa de Serviços Administrativos;95,10
SEFIN;05/05/2017;05.05.0081;1121.22.00.00.00;Taxa de Serviços Administrativos;107,51
SEFIN;05/05/2017;05.05.0082;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;10.730,99
SEFIN;05/05/2017;05.05.0083;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.260,85
SEFIN;05/05/2017;05.05.0084;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;97,21
SEFIN;05/05/2017;05.05.0085;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.600,00
SEFIN;05/05/2017;05.05.0086;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;137,19
SEFIN;05/05/2017;05.05.0087;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;7.430,43
SEFIN;05/05/2017;05.05.0088;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;05/05/2017;05.05.0089;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;05/05/2017;05.05.0090;1331.01.99.00.00;Outras Receitas de Concessões e Permissões – Serviços de Transporte;200,00
SEFIN;05/05/2017;05.05.0091;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;7.224,05
SEFIN;05/05/2017;05.05.0092;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;95,00
SEFIN;05/05/2017;05.05.0093;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;56,59
SEFIN;05/05/2017;05.05.0094;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;6.000,00
SEFIN;05/05/2017;05.05.0095;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;108,78
SEFIN;05/05/2017;05.05.0096;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;315,64
SEFIN;05/05/2017;05.05.0097;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;239,56
SEFIN;05/05/2017;05.05.0098;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;285,34
SEFIN;05/05/2017;05.05.0099;1919.48.00.00.00;Multas Aplicadas pelos Tribunais de Contas;625,65
SEDUC;05/05/2017;05.05.0100;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;20.812,80
SEDUC;05/05/2017;05.05.0101;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;125.596,60
SEDUC;05/05/2017;05.05.0102;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;14.496,60
SEDUC;05/05/2017;05.05.0103;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;279.046,40
SEDUC;05/05/2017;05.05.0104;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;6.444,80
SEDUC;05/05/2017;05.05.0105;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;195.917,40
SEDUC;05/05/2017;05.05.0106;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;85.015,60
SEDUC;05/05/2017;05.05.0107;1721.35.03.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar – PNAE;195.917,40
SEDUC;05/05/2017;05.05.0108;1721.35.04.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar – PNATE;51.022,34
SEDUC;05/05/2017;05.05.0109;1721.35.04.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar – PNATE;7.781,28
SEDUC;05/05/2017;05.05.0110;1721.35.04.00.00;Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar – PNATE;14.051,36
SEFIN;05/05/2017;05.05.0111;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;2.634,66
SEFIN;08/05/2017;08.05.0001;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.100,61
SEFIN;08/05/2017;08.05.0002;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.796,40
SEFIN;08/05/2017;08.05.0003;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;19.456,04
SEFIN;08/05/2017;08.05.0004;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;300,00
SEFIN;08/05/2017;08.05.0005;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;190,67
SEFIN;08/05/2017;08.05.0006;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;56,35
SEFIN;08/05/2017;08.05.0007;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;239,56
SEFIN;08/05/2017;08.05.0008;1121.22.00.00.00;Taxa de Serviços Administrativos;140,00
SEFIN;08/05/2017;08.05.0009;1331.01.99.00.00;Outras Receitas de Concessões e Permissões – Serviços de Transporte;200,00
SEFIN;08/05/2017;08.05.0010;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;7.129,44
SEFIN;08/05/2017;08.05.0011;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;11.599,26
SEFIN;08/05/2017;08.05.0012;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;20,32
SEFIN;08/05/2017;08.05.0013;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;6.240,00
SEFIN;08/05/2017;08.05.0014;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;1.872,51
SEFIN;08/05/2017;08.05.0015;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;759,38
SEFIN;08/05/2017;08.05.0016;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;238,85
SEFIN;08/05/2017;08.05.0017;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,75
SEFIN;08/05/2017;08.05.0018;1121.22.00.00.00;Taxa de Serviços Administrativos;164,86
SEFIN;08/05/2017;08.05.0019;1121.22.00.00.00;Taxa de Serviços Administrativos;164,86
SEFIN;08/05/2017;08.05.0020;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;50,00
SEFIN;08/05/2017;08.05.0021;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.140,12
SEFIN;08/05/2017;08.05.0022;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.697,47
SEFIN;08/05/2017;08.05.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;85,35
SEFIN;08/05/2017;08.05.0024;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;118,90
SEFIN;08/05/2017;08.05.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;8.016,53
SEFIN;08/05/2017;08.05.0026;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;3.400,62
SEFIN;08/05/2017;08.05.0027;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;147,40
SEFIN;08/05/2017;08.05.0028;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;563,30
SEFIN;08/05/2017;08.05.0029;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;239,56
SEFIN;08/05/2017;08.05.0030;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;12.880,39
SEFIN;08/05/2017;08.05.0031;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;99,12
SEFIN;08/05/2017;08.05.0032;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;988,52
SEFIN;08/05/2017;08.05.0033;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;68,85
SEFIN;08/05/2017;08.05.0034;1121.22.00.00.00;Taxa de Serviços Administrativos;102,18
SEFIN;08/05/2017;08.05.0035;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;6.031,88
SEFIN;08/05/2017;08.05.0036;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;2.495,16
SEFIN;08/05/2017;08.05.0037;1722.01.02.00.00;Cota-Parte do IPVA;172.108,61
SEDUC;08/05/2017;08.05.0038;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;40.024,72
SEDUC;08/05/2017;08.05.0039;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;34.421,72
DES. SOCIA;08/05/2017;08.05.0040;1990.99.01.00.00;Outras Receitas - Primárias;224,00
SEFIN;08/05/2017;08.05.0041;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;157,96
SEFIN;09/05/2017;09.05.0013;1722.01.01.00.00;Cota-Parte do ICMS;238.748,60
SEDUC;09/05/2017;09.05.0045;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;138.742,24
SEDUC;09/05/2017;09.05.0046;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;47.749,72
SEFIN;09/05/2017;09.05.0047;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;12.404,83
SEFIN;09/05/2017;09.05.0048;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.493,39
SEFIN;09/05/2017;09.05.0049;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;7.455,54
SEFIN;09/05/2017;09.05.0050;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;5.180,00
SEFIN;09/05/2017;09.05.0051;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;14.960,68
SEFIN;09/05/2017;09.05.0052;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;2.488,54
SEFIN;09/05/2017;09.05.0053;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;767,65
SEFIN;09/05/2017;09.05.0054;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;480,55
SEFIN;09/05/2017;09.05.0055;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;5.598,45
SEFIN;09/05/2017;09.05.0056;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,74
SEFIN;09/05/2017;09.05.0057;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;198,15
SEFIN;09/05/2017;09.05.0058;1919.48.00.00.00;Multas Aplicadas pelos Tribunais de Contas;220,50
SEFIN;09/05/2017;09.05.0059;1331.01.99.00.00;Outras Receitas de Concessões e Permissões – Serviços de Transporte;200,00
SEFIN;09/05/2017;09.05.0060;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.410,49
SEFIN;09/05/2017;09.05.0061;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;8.053,48
SEFIN;09/05/2017;09.05.0062;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;407,65
SEFIN;09/05/2017;09.05.0063;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.440,00
SEFIN;09/05/2017;09.05.0064;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;712,20
SEFIN;09/05/2017;09.05.0065;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;441,09
SEFIN;09/05/2017;09.05.0066;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;957,54
SEFIN;09/05/2017;09.05.0067;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;09/05/2017;09.05.0068;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;126,82
SEFIN;09/05/2017;09.05.0069;1121.29.00.00.00;Taxa de Licença para Execução de Obras;4.088,43
SEFIN;09/05/2017;09.05.0070;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;09/05/2017;09.05.0071;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;09/05/2017;09.05.0072;1121.22.00.00.00;Taxa de Serviços Administrativos;31,70
SEFIN;09/05/2017;09.05.0073;1331.01.99.00.00;Outras Receitas de Concessões e Permissões – Serviços de Transporte;400,00
SEFIN;09/05/2017;09.05.0074;1121.29.00.00.00;Taxa de Licença para Execução de Obras;1.265,21
SEFIN;09/05/2017;09.05.0075;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.890,74
SEFIN;09/05/2017;09.05.0076;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;9.939,50
SEFIN;09/05/2017;09.05.0077;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;177,99
SEFIN;09/05/2017;09.05.0078;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;95,48
SEFIN;09/05/2017;09.05.0079;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;285,34
SEFIN;09/05/2017;09.05.0080;1121.22.00.00.00;Taxa de Serviços Administrativos;50,00
SEFIN;09/05/2017;09.05.0081;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.013,49
SEFIN;09/05/2017;09.05.0082;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;73,56
SEFIN;09/05/2017;09.05.0083;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.255,99
SEFIN;09/05/2017;09.05.0084;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;6,15
SEFIN;09/05/2017;09.05.0085;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;164,04
SEFIN;09/05/2017;09.05.0086;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;11,50
SEFIN;09/05/2017;09.05.0087;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;507,26
SEFIN;09/05/2017;09.05.0088;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;4.912,49
SEFIN;09/05/2017;09.05.0089;1721.22.20.00.00;Cota-parte da Compensação Financeira de Recursos Minerais - CFEM;24.030,55
SEFIN;09/05/2017;09.05.0090;1722.01.02.00.00;Cota-Parte do IPVA;64.003,38
SEDUC;09/05/2017;09.05.0091;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;14.390,34
