Identificador do Contrato,UASG,Modalidade da Licitação,Número do Aviso da Licitação,Código do Contrato,Licitação associada,Origem da Licitação,Número,Objeto,Número de Aditivos,Número do Processo,CPF Contratada,CNPJ Contratada,Data de Assinatura,Fundamento Legal,Data de Início da Vigência,Data de Termino da Vigência,Valor inicial,Aditivos do Contrato > uri,Apostilamentos do Contrato > uri,Eventos do Contrato > uri
38003050000011996,380030: MTB-DELEGACIA REGIONAL DO TRABALHO/DRT/AC,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 38003006000011996,SISPP,00001/1996,contrataao locaao de imovel,4,46200007121996,***.286.112-**,,01/04/1996,art. 24 inciso x da lei nr 8.666/93,01/04/1996,31/12/1996,"R$ 1,710.00",/contratos/id/contrato/38003050000011996/aditivos,/contratos/id/contrato/38003050000011996/apostilamentos,/contratos/id/contrato/38003050000011996/eventos
19311750000011996,193117: IBAMA - SUPERINTENDENCIA ESTADUAL/PI,"2: TOMADA DE PREÇOS                                  ",00004/1995,"50: CONTRATO                                          ",Licitação 19311702000041995,SISPP,00001/1996,"Prestao de servios de limpeza, higienizao, dedetizao, desratizao, manuteno de reas verdes, de instalaes eltricas, hidrulicas e de divisrias, do Edifcio Sede do IBAMA e de suas Unidades no interior.",7,02020000802/95-23,,Fornecedor 69.613.743/0001-33: PLUS SERVICE LTDA,01/01/1996,Tomada de Preos 004/95,01/01/1996,31/12/1996,"R$ 163,866.48",/contratos/id/contrato/19311750000011996/aditivos,/contratos/id/contrato/19311750000011996/apostilamentos,/contratos/id/contrato/19311750000011996/eventos
38001650000011996,380016: COOR.-GERAL DE REC.DO FUN.DE AMP. TRABALHADOR,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00002/1996,"50: CONTRATO                                          ",Licitação 38001607000021996,SISPP,00001/1996,"Prestao de servios pelo BB, sob forma de empreitada  por preo unitrio, na recepo da RAIS, em meio magntico.",5,46000000119/96-16,,Fornecedor 00.000.000/0001-91: BANCO DO BRASIL SA,31/05/1996,art. 25 da Lei n 8.666/93,31/05/1996,30/05/2001,"R$ 537,756.80",/contratos/id/contrato/38001650000011996/aditivos,/contratos/id/contrato/38001650000011996/apostilamentos,/contratos/id/contrato/38001650000011996/eventos
36420350000011996,364203: CNPQ/IMPA-INST.DE MATEMAT.PURA E APLICADA/RJ,"2: TOMADA DE PREÇOS                                  ",000050/1996,"50: CONTRATO                                          ",Licitação 36420302000501996,SISPP,00001/1996,"Prestao de servios de fornecimento de bilhetes e ordens de passa gens areas, domsticas e internacionais, compreendendo a reserva, emisso, marcao, remarcao, endosso e entrega de bilhetes ou ordens de passagens, mediante requisio da Administrao, para as Unidades de Pesquisas do contratante, situadas na Cidade do Rio de Janeiro.",1,050/96,,Fornecedor 30.276.968/0001-06: METROPOL VIAGENS E TURISMO LTDA,16/09/1996,Art. 22 pargrafo segundo da Lei 8.666/93.,16/09/1996,16/09/1997,"R$ 46,800.00",/contratos/id/contrato/36420350000011996/aditivos,/contratos/id/contrato/36420350000011996/apostilamentos,/contratos/id/contrato/36420350000011996/eventos
19318850000011996,193188: IBAMA - FLORESTA DE CAPAO BONITO,"2: TOMADA DE PREÇOS                                  ",00001/1996,"50: CONTRATO                                          ",Licitação 19318802000011996,SISPP,00001/1996,Contratacao de Empresa para servico de vigilancia uniformizada armada e desarmada em 04 postos da flona de Capao Bonito,3,02027001065/95-80,,Fornecedor 59.759.241/0001-61: CENTERFORT SEGURANCA E PROTECAOS/C LTDA,01/03/1996,Lei 8.666/93,01/03/1996,31/12/1996,"R$ 118,584.00",/contratos/id/contrato/19318850000011996/aditivos,/contratos/id/contrato/19318850000011996/apostilamentos,/contratos/id/contrato/19318850000011996/eventos
37303050000011996,373030: INCRA-SUPERINT.ESTADUAL-INCRA/SR-01/PA,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 37303006000011996,SISPP,00001/1996,"LOCAO DE IMVEL, NA CIDADE DE CAPITO POO, ESTADO DO PAR",,0031/96,***.715.292-**,,02/07/1996,"ARTIGO 24, INCISO II DA LEI 8.666/93",02/07/1996,01/07/1997,"R$ 3,600.00",/contratos/id/contrato/37303050000011996/aditivos,/contratos/id/contrato/37303050000011996/apostilamentos,/contratos/id/contrato/37303050000011996/eventos
38004450000011996,380044: DELEG.REG. DO TRAB/PARANA,"6: DISPENSA DE LICITAÇÃO                             ",000089/1996,"50: CONTRATO                                          ",Licitação 38004406000891996,SISPP,00001/1996,LOCAO DE IMVEL PARA A INSTALAO DA AGNCIA DE ATENDIMENTO  DO TRABALHO NA LAPA/PR.,2,46212015082/96-17,***.093.709-**,,01/10/1996,DISPENSA DE LICITAO POR FORA DO DISPOSTO NO   INCISO XDO ARTIGO 24 DA LEI 8.666/93.,01/10/1996,28/09/1999,"R$ 18,000.00",/contratos/id/contrato/38004450000011996/aditivos,/contratos/id/contrato/38004450000011996/apostilamentos,/contratos/id/contrato/38004450000011996/eventos
11461850000011996,114618: UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 11461807000011996,SISPP,00001/1996,CONSTRATAO DE PRESTAO DE ASSISTENCIA E SUPORTE TECNICO AO SISTE MA TELEFONICO MATEC ERICSSON,5,311927/95,,Fornecedor 56.795.362/0001-70: MATEL     TECNOLOGIA    DETELEINFORMATICA S/A - MATEC,08/04/1996,"ART 24 DA LEI 866693, RPR 06/96 ART 1 INCISO III",08/04/1996,22/07/1998,"R$ 14,074.83",/contratos/id/contrato/11461850000011996/aditivos,/contratos/id/contrato/11461850000011996/apostilamentos,/contratos/id/contrato/11461850000011996/eventos
13007450000011996,130074: SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.,"1: CONVITE                                           ",000011/1996,"50: CONTRATO                                          ",Licitação 13007401000111996,SISPP,00001/1996,"Prestao de servios com encadernaes, transparencias, copias xerograficas, ampliaes, redues em proveito da DFA/RS.",2,21042:1003/96-23,,Fornecedor 90.065.665/0001-76: COPIAO FOTOCOPIAS E ENCADERNACOESLIMITADA,10/06/1996,convite Nr 11/96,10/08/1996,10/06/1999,R$ 500.00,/contratos/id/contrato/13007450000011996/aditivos,/contratos/id/contrato/13007450000011996/apostilamentos,/contratos/id/contrato/13007450000011996/eventos
15000450000011996,150004: MEC-COORDENACAO GERAL DE INFORMATICA - DF,"2: TOMADA DE PREÇOS                                  ",00003/1995,"50: CONTRATO                                          ",Licitação 15000402000031995,SISPP,00001/1996,"Servio de manuteno preventiva, corretiva com substituio de peas do sitema no-break.",1,23000009099/95-54,,Fornecedor 02.007.037/0001-77: ENCOM COMERCIO E REPRESENTACOESLTDA,05/02/1996,"Lei 8666/93, art. 22, inciso II.",05/02/1996,31/12/1998,"R$ 95,832.00",/contratos/id/contrato/15000450000011996/aditivos,/contratos/id/contrato/15000450000011996/apostilamentos,/contratos/id/contrato/15000450000011996/eventos
19311050000011996,193110: SUPERINTENDENCIA ESTADUAL-IBAMA/MA,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 19311006000011996,SISPP,00001/1996,LOCAO DE UM GALPO PARA ARMAZENAMENTO DE KIT DE CASA DE MADEIRA PR-MOLDADA PERTENCENTE AO IBAMA/MA NO MUNICPIO DE BARREIRINHAS/MA.,1,02012000084/96-20,***.135.643-**,,01/01/1996,ARTIGO 24 INCISO X DA LEI N 8.666/93 E LEGISLAO COMPLEMENTAR.,01/01/1996,31/12/1996,R$ 300.00,/contratos/id/contrato/19311050000011996/aditivos,/contratos/id/contrato/19311050000011996/apostilamentos,/contratos/id/contrato/19311050000011996/eventos
36400151000011996,364001: CNPQ - ADMINISTRACAO CENTRAL/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"51: CREDENCIAMENTO                                    ",Licitação 36400107000011996,SISPP,00001/1996,Servios mdico-hospitalares,,000839/95-7,,Fornecedor 73.696.718/0002-19: INSTITUICAO ADVENTISTA ESTE BRAS.DE PREV E ASS. A SAUD,15/01/1996,"Artigo 25, caput da Lei 8666/93",15/01/1996,15/01/1998,"R$ 45,524.80",/contratos/id/contrato/36400151000011996/aditivos,/contratos/id/contrato/36400151000011996/apostilamentos,/contratos/id/contrato/36400151000011996/eventos
11462550000011996,114625: UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 11462506000011996,SISPP,00001/1996,Contrato de locao destinado a instalar a Agncia do IBGE no muni cpio de So Jernimo/RS,1,03643000000189/96,***.929.230-**,,01/07/1996,"Lei n8.666/93, Art.24, inc X",01/07/1996,30/06/1997,"R$ 12,960.00",/contratos/id/contrato/11462550000011996/aditivos,/contratos/id/contrato/11462550000011996/apostilamentos,/contratos/id/contrato/11462550000011996/eventos
16014350000011996,160143: HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE,"2: TOMADA DE PREÇOS                                  ",00003/1995,"50: CONTRATO                                          ",Licitação 16014302000031995,SISPP,00001/1996,"Prestao de servio de limpeza tcnica, higienizao e conservao na forma de execuo indireta e no regime de empreitada por preo global a ser realizado nas reas mdico-hospitalares do HGeCG.",1,003/96,,Fornecedor 01.242.924/0001-67: EMPRESA DE CONSERVACAO E ASSEIOLTDA,01/01/1996,"Lei Nr 8.666/93, Art 67 - paragrafo 1.",01/01/1996,01/12/1996,"R$ 119,856.96",/contratos/id/contrato/16014350000011996/aditivos,/contratos/id/contrato/16014350000011996/apostilamentos,/contratos/id/contrato/16014350000011996/eventos
36420150000011996,364201: CNPQ - CENTRO BRASILEIRO DE PESQ.FISICAS,"2: TOMADA DE PREÇOS                                  ",00003/1996,"50: CONTRATO                                          ",Licitação 36420102000031996,SISPP,00001/1996,Prestao de servios de manuteno de instalaes prediais.,9,00000000002131996,,Fornecedor 00.332.833/0001-50: Dinmica Servios EspecializadosLtda.,10/12/1996,Inciso II do artigo 22 da Lei n. 8.666/93 e suas  altera-es.,10/12/1996,10/12/1997,"R$ 202,526.28",/contratos/id/contrato/36420150000011996/aditivos,/contratos/id/contrato/36420150000011996/apostilamentos,/contratos/id/contrato/36420150000011996/eventos
19310350000011996,193103: IBAMA - SUPERINTENDENCIA ESTADUAL/BA,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 19310307000011996,SISPP,00001/1996,"O presente contrato tem por objeto prestao de servios de corresp ondencias simples e registradas no ambito nacional, celebrado entre o IBAMA BA, e a Empresa Brasileira de Correios e Telegrafos.",1,02006002731/97-71,,Fornecedor 34.028.316/0005-37: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,01/01/1996,Art. 25 da Lei 8666/93,01/01/1996,31/12/1996,"R$ 28,000.00",/contratos/id/contrato/19310350000011996/aditivos,/contratos/id/contrato/19310350000011996/apostilamentos,/contratos/id/contrato/19310350000011996/eventos
34302750000011996,343027: MUSEU DE BIOLOGIA MELLO LEITAO/MINC/ES,"2: TOMADA DE PREÇOS                                  ",00001/1996,"50: CONTRATO                                          ",Licitação 34302702000011996,SISPP,00001/1996,CONTRATAO DE SERVIOS DE VIGILNCIA E SEGURANA PARA O MBML.,9,01482000076/95-01,,Fornecedor 31.276.470/0001-06: VIGILNCIA E SEGURANA EM GERALLTDA,01/02/1996,LEI 8666,01/02/1996,31/12/1999,"R$ 238,346.29",/contratos/id/contrato/34302750000011996/aditivos,/contratos/id/contrato/34302750000011996/apostilamentos,/contratos/id/contrato/34302750000011996/eventos
24012050000011996,240120: CENTRO BRASILEIRO DE PESQUISAS FISICAS,"2: TOMADA DE PREÇOS                                  ",00003/1996,"50: CONTRATO                                          ",Licitação 24012002000031996,SISPP,00001/1996,Prestao de servios de manuteno e conservao de instalaes prediais.,11,213/1996,,"Fornecedor 00.332.833/0001-50: DINAMICA ADMINISTRACAO, SERVICOS EOBRAS LTDA",10/12/1996,"Inciso II Artigo 22, da Lei nr. 8.666/93 e alteraes",10/12/1996,10/12/1997,"R$ 202,526.28",/contratos/id/contrato/24012050000011996/aditivos,/contratos/id/contrato/24012050000011996/apostilamentos,/contratos/id/contrato/24012050000011996/eventos
12521050000011996,125210: CENTRO DE SUPORTE ADMINISTRATIVO DE MANAUS,"1: CONVITE                                           ",00001/1996,"50: CONTRATO                                          ",Licitação 12521001000011996,SISPP,00001/1996,"Contrataco de prestaco de servicos juridicos visando ao patrocini o de defesas judiciais e administrativas de natureza trabalhista, no ambi to da Superintendencia Regional de Manaus.",,001/SBEG/1996,***.353.002-**,,01/02/1996,LEI NR. 8.666/93,01/02/1996,31/01/1997,"R$ 33,600.00",/contratos/id/contrato/12521050000011996/aditivos,/contratos/id/contrato/12521050000011996/apostilamentos,/contratos/id/contrato/12521050000011996/eventos
34302850000011996,343028: IPHAN-PALACIO GUSTAVO CAPANEMA/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 34302802000011995,SISPP,00001/1996,"Prestacao de servicos de vigilancia e seguranca nas dependencias do Palacio Gustavo Capanema, vigencia: 07031996 a 31122000.",3,01458000187/95-16,,Fornecedor 31.242.852/0001-19: PRO SEG SERVICOS DE SEGURANCA LTDA,07/03/1996,Lei  8666 de 1993 e alteracoes posteriores.,07/03/1996,31/12/2000,"R$ 1,268,153.76",/contratos/id/contrato/34302850000011996/aditivos,/contratos/id/contrato/34302850000011996/apostilamentos,/contratos/id/contrato/34302850000011996/eventos
19309950000011996,193099: MMA-IBAMA - DEFIN/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",000027/1995,"50: CONTRATO                                          ",Licitação 19309907000271995,SISPP,00001/1996,"O presente Contrato tem por objeto a prestao do servio de  Mala Oficial, em Braslia DF, compreendendo a execuo da coleta, do transporte e da distribuio de documentos expedidos pelo(a) Contratante desse ser vio.",5,02001003362/95-49,,Fornecedor 34.028.316/0001-03: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,02/01/1996,Caput do Art. 25 da Lei n 8.666/93.,02/01/1996,01/01/2001,"R$ 20,701.00",/contratos/id/contrato/19309950000011996/aditivos,/contratos/id/contrato/19309950000011996/apostilamentos,/contratos/id/contrato/19309950000011996/eventos
15000550000011996,150005: MEC-CSG-COORDENACAO DE SERVICOS GERAIS/DF,"2: TOMADA DE PREÇOS                                  ",00003/1995,"50: CONTRATO                                          ",Licitação 15000502000031995,SISPP,00001/1996,"Manutencao corretiva e preventiva com substituicao de pecas do sist ema no-break marca saturnia moedlo exide com potencia nominal de 125 kva, t rifasico tensao de entrada 380v, tensao de saida 280/120v, com chave estati ca sincronizada instaladas neste ministerio.",3,23000009099/95-54,,Fornecedor 02.007.037/0001-77: ENCOM COMERCIO E REPRESENTACOESLTDA,05/02/1996,Lei 8.666/93.,05/02/1996,05/02/1997,"R$ 95,832.00",/contratos/id/contrato/15000550000011996/aditivos,/contratos/id/contrato/15000550000011996/apostilamentos,/contratos/id/contrato/15000550000011996/eventos
34302450000011996,343024: IPHAN-SITIO ROBERTO BURLE MARX/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1996,"50: CONTRATO                                          ",Licitação 34302402000011996,SISPP,00001/1996,CONTRATO DE PRESTAO DE SERVIOS DE LIMPEZA E CONSERVAO,3,01478000065/96-18,,Fornecedor 39.059.134/0001-13: ATUAL SERVICOS EMPRESARIAS LTDA,19/08/1996,LEI 8.666/93  REPUBLICADA,19/08/1996,31/12/2000,"R$ 486,995.18",/contratos/id/contrato/34302450000011996/aditivos,/contratos/id/contrato/34302450000011996/apostilamentos,/contratos/id/contrato/34302450000011996/eventos
19302850000011996,193028: SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM,"2: TOMADA DE PREÇOS                                  ",000017/1995,"50: CONTRATO                                          ",Licitação 19302802000171995,SISPP,00001/1996,"servicos de conservacao, limpeza e jardinagem, nas dependencia  do predio sede,predio anexo, central de fiscalizacao rodoviaria  e eizof de responsabilidade da suframa.",4,0186/96,,Fornecedor 04.504.262/0001-44: ETEL  SERVICOS  ESPECIAIS  EENGENHARIA LTDA,10/01/1996,8666/93 e suas alteracoes,10/01/1996,10/01/1998,"R$ 1,254,358.08",/contratos/id/contrato/19302850000011996/aditivos,/contratos/id/contrato/19302850000011996/apostilamentos,/contratos/id/contrato/19302850000011996/eventos
16019450000011996,160194: COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,"1: CONVITE                                           ",000018/1996,"50: CONTRATO                                          ",Licitação 16019401000181996,SISPP,00001/1996,"TRANSPORTE POR VIA AEREA DE PESSOAL MILITAR E SERVIDORES CIVIS DA A TIVA, INATIVOS MILITARES, PENSIONISTAS DE MILITARES E RESPECTIVOS DEPENDENT ES, TENDO COMO LOCAIS DE EMBARQUE OS ESTADOS DE ALAGOAS, PERNAMBUCO, PARAIB A OU RIO GRANDE DO NORTE, E COMO DESTINO QUALQUER PARTE DO TERRITORIO NACIO NAL.",,18/96,,Fornecedor 11.952.884/0001-09: EXATA TURISMO E VIAGENS LTDA,29/10/1996,LEI 8666,01/11/1996,31/10/1997,"R$ 20,000.00",/contratos/id/contrato/16019450000011996/aditivos,/contratos/id/contrato/16019450000011996/apostilamentos,/contratos/id/contrato/16019450000011996/eventos
36400150000011996,364001: CNPQ - ADMINISTRACAO CENTRAL/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 36400107000011996,SISPP,00001/1996,Prestao de servios de manuteno de programas de computador.,2,000633/96-8,,Fornecedor 59.456.277/0001-76: Oracle do Brasil Sistemas Ltda,05/12/1996,"Artigo 25 , caput da Lei 8666/93",05/12/1996,05/12/1997,"R$ 262,289.33",/contratos/id/contrato/36400150000011996/aditivos,/contratos/id/contrato/36400150000011996/apostilamentos,/contratos/id/contrato/36400150000011996/eventos
16009150000011996,160091: CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00003/1996,"50: CONTRATO                                          ",Licitação 16009107000031996,SISPP,00001/1996,Prestao do servio de Canal de Voz Virtual para o Ministrio  do Exrcito.,4,INEX003/96,,Fornecedor 33.530.486/0001-29: EMPRESA    BRASILEIRA    DETELECOMUNICACOES S A EMBRATEL,25/11/1996,Caput do Art 25 da Lei nr8.666/93,26/11/1996,25/11/1997,"R$ 720,000.00",/contratos/id/contrato/16009150000011996/aditivos,/contratos/id/contrato/16009150000011996/apostilamentos,/contratos/id/contrato/16009150000011996/eventos
19300250000011996,193002: DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/CE,"1: CONVITE                                           ",00001/1996,"50: CONTRATO                                          ",Licitação 19300201000011996,SISPP,00001/1996,"Execuo dos servios de operao, assistncia tcnica, manuteno preventiva e corretiva, com reposiode peas originais de fabrica, nos 05 (cinc)elevadores Otis, instalados no DNOCS.",4,20/96-DISEG/MC,,Fornecedor 29.739.737/0012-65: ELEVADORES OTIS LTDA,11/09/1996,ART. 23 da Lei 8.666/93,17/09/1996,16/09/1997,"R$ 34,764.00",/contratos/id/contrato/19300250000011996/aditivos,/contratos/id/contrato/19300250000011996/apostilamentos,/contratos/id/contrato/19300250000011996/eventos
17008050000011996,170080: DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 17008006000011996,SISPP,00001/1996,Locaao de Imvel Abrigar a ARF/Ibotirama/Ba,1,10530006001/81-09,***.742.235-**,,01/08/1996,"Lei 8.666/93, Art. 24, inciso X",01/08/1996,30/07/1999,"R$ 14,400.00",/contratos/id/contrato/17008050000011996/aditivos,/contratos/id/contrato/17008050000011996/apostilamentos,/contratos/id/contrato/17008050000011996/eventos
16008950000011996,160089: SECRETARIA DE ECONOMIA E FINANCAS-MEX/DF,"1: CONVITE                                           ",000099/1995,"50: CONTRATO                                          ",Licitação 16008901000991995,SISPP,00001/1996,"MANUTENCAO PREVENTIVA E CORRETIVA, ASSISTENCIA TECNICA EM MAQUINAS REPROGRAFICAS.",1,106/95-SG4,,Fornecedor 00.664.722/0001-40: NASTEC  SERVICOS  MATERIAIS  EMAQUINAS LTDA,01/01/1996,LEI 8666/93,01/01/1996,31/12/1996,"R$ 25,812.00",/contratos/id/contrato/16008950000011996/aditivos,/contratos/id/contrato/16008950000011996/apostilamentos,/contratos/id/contrato/16008950000011996/eventos
16008650000011996,160086: GABINETE DO MINISTRO DO EXERCITO-MEX-DF,"1: CONVITE                                           ",00001/1996,"50: CONTRATO                                          ",Licitação 16008601000011996,SISPP,00001/1996,"MANUTENO ASSISTNCIA TCNICA EM 143 MQUINAS DE ESCREVER E MQUI NAS DE CALCULAR, ELETRNICAS.",1,001/CPL/96,,Fornecedor 00.362.749/0001-89: ALTAIR SILVA CONSERTO,01/02/1996,LEI 8.666/93 - ARTIGO 23 - INCISO II - ALINEA A.,01/02/1996,31/01/1997,"R$ 32,040.00",/contratos/id/contrato/16008650000011996/aditivos,/contratos/id/contrato/16008650000011996/apostilamentos,/contratos/id/contrato/16008650000011996/eventos
18302550000011996,183025: INMETRO_SUPERINTENDENCIA REGIONAL/GO,"1: CONVITE                                           ",00003/1996,"50: CONTRATO                                          ",Licitação 18302501000031996,SISPP,00001/1996,"Prestao de Servios de Limpeza e Conservao, nas dependncias do INMETRO/SUR-01, em Braslia/DF.",1,52614000699/96-09,,Fornecedor 02.669.075/0001-95: CONTAL EMPREITEIRA DE REFORMAS ESERVICOS LTDA,14/06/1996,Lei n 8.666/93,17/06/1996,16/06/1997,"R$ 28,036.20",/contratos/id/contrato/18302550000011996/aditivos,/contratos/id/contrato/18302550000011996/apostilamentos,/contratos/id/contrato/18302550000011996/eventos
16011850000011996,160118: COMANDO DA 4 REGIAO MILITAR/DIV EX,"1: CONVITE                                           ",000017/1995,"50: CONTRATO                                          ",Licitação 16011801000171995,SISPP,00001/1996,"Prestao de servios de portaria , conservao e limpeza dos edifcios residenciais e reas adjascentes.",1,00017,,Fornecedor 17.027.806/0001-76: CONSERVO SERVICOS GERAIS LTDA,01/01/1996,Lei 8.666/93 - Artigo 57 - inciso II.,01/01/1996,31/10/1996,"R$ 32,032.10",/contratos/id/contrato/16011850000011996/aditivos,/contratos/id/contrato/16011850000011996/apostilamentos,/contratos/id/contrato/16011850000011996/eventos
19301250000011996,193012: SUPERINTENDENCIA DO DESENV. DA AMAZONIA-PA,"2: TOMADA DE PREÇOS                                  ",00008/1995,"50: CONTRATO                                          ",Licitação 19301202000081995,SISPP,00001/1996,Servio de Vigilncia Armada nas dependncias que integram a SUDAM e o Laboratrio de Tecnologia e Meio Ambiente/SUDAM.,4,06300/01345/95,,Fornecedor 00.687.730/0001-02: SAGA  SERVICOS DE VIGILANCIA ETRANSPORTE DE VALORES S/C,12/02/1996,"Art. 23, inciso II, alnea b, da Lei 8.666/93 e    suasalteraes posteriores.",17/02/1996,17/02/1997,"R$ 344,712.95",/contratos/id/contrato/19301250000011996/aditivos,/contratos/id/contrato/19301250000011996/apostilamentos,/contratos/id/contrato/19301250000011996/eventos
51183550000011996,511835: UNID.ADMINISTRACAO LOCAL INSS EM ITAUNA,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 51183506000011996,SISPP,00001/1996,Contratao de servios de fornecimento de agua canalizada para esta aps.,,35127000036/96-85,,Fornecedor 21.260.443/0001-91: SERVICO AUTONOMO DE AGUA E ESGOTO,01/01/1996,"Lei 8666, Art. 25, Caput",01/01/1996,31/12/2002,"R$ 1,200.00",/contratos/id/contrato/51183550000011996/aditivos,/contratos/id/contrato/51183550000011996/apostilamentos,/contratos/id/contrato/51183550000011996/eventos
34302350000011996,343023: IPHAN-MUSEU PACO IMPERIAL/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1996,"50: CONTRATO                                          ",Licitação 34302302000011996,SISPP,00001/1996,Prestacao de servicos de limpeza no ambito do Paco imperial.,1,01460000008/96-00,,Fornecedor 32.059.198/0001-75: COESA - Empresa de Servicos GeraisLtda.,02/05/1996,"Artigo 23,Inciso II,Letra""b"" da Lei 8666/93.",02/05/1996,30/04/2001,"R$ 360,000.00",/contratos/id/contrato/34302350000011996/aditivos,/contratos/id/contrato/34302350000011996/apostilamentos,/contratos/id/contrato/34302350000011996/eventos
15200550000011996,152005: MEC-INES-INST.NAC.DE EDUCACAO DE SURDOS/RJ,"2: TOMADA DE PREÇOS                                  ",00008/1995,"50: CONTRATO                                          ",Licitação 15200502000081995,SISPP,00001/1996,"locao, instalao, assistncia tcnica e manuteno preventiva e corretiva de duas mquinas copiadoras.",1,23121001589/95-36,,Fornecedor 29.213.386/0004-44: Xerox do Brasil Ltda.,02/01/1996,Lei no. 8.666/93,02/01/1996,02/01/1998,"R$ 22,800.00",/contratos/id/contrato/15200550000011996/aditivos,/contratos/id/contrato/15200550000011996/apostilamentos,/contratos/id/contrato/15200550000011996/eventos
15311450000011996,153114: UFRS-UNIVERSIDADE FEDERAL DO RS/RS,"3: CONCORRÊNCIA                                      ",00008/1995,"50: CONTRATO                                          ",Licitação 15311403000081995,SISPP,00001/1996,"Prestao de servios de Fornecimento de Passagens, atendimento  e assessoria para transporte areo de passageiros.",10,23078039915/97-95,,Fornecedor 92.339.712/0001-58: PWA Agncia de Viagens e TurismoLtda,18/01/1996,Concorrncia 08/95.,18/01/1996,18/01/1997,"R$ 500,000.00",/contratos/id/contrato/15311450000011996/aditivos,/contratos/id/contrato/15311450000011996/apostilamentos,/contratos/id/contrato/15311450000011996/eventos
34302150000011996,343021: MUSEU VILLA LOBOS/RJ,"2: TOMADA DE PREÇOS                                  ",00002/1995,"50: CONTRATO                                          ",Licitação 34302102000021995,SISPP,00001/1996,Contratao de prestao de servios de segurana e vigilncia nas dependncias do Museu Villa Lobos.,,014760001479593,,Fornecedor 25.703.760/0003-58: PROSEMIG EMPRESA DE PROTECAO ESEGURANCA LTDA,20/03/1996,Lei 8.666/93,01/04/1996,31/12/2000,"R$ 268,369.92",/contratos/id/contrato/34302150000011996/aditivos,/contratos/id/contrato/34302150000011996/apostilamentos,/contratos/id/contrato/34302150000011996/eventos
34301950000011996,343019: MUSEU DA INCONFIDENCIA,"2: TOMADA DE PREÇOS                                  ",00001/1996,"50: CONTRATO                                          ",Licitação 34301902000011996,SISPP,00001/1996,prestao de servio de vigilancia e segurana no ambito do  museu da inconfidencia e anexos.,1,0147200000009702,,Fornecedor 71.358.063/0001-62: Viban  -  vigilancia ind. et.bancaria ltda.,26/07/1996,"lei 8666, alterada pela lei 8883 de 08 de junho de 1984.",05/08/1996,08/12/1999,"R$ 6,434.28",/contratos/id/contrato/34301950000011996/aditivos,/contratos/id/contrato/34301950000011996/apostilamentos,/contratos/id/contrato/34301950000011996/eventos
15000150000011996,150001: GABINETE DO MINISTRO - MEC,"3: CONCORRÊNCIA                                      ",00003/1996,"50: CONTRATO                                          ",Licitação 15000103000031996,SISPP,00001/1996,Prestao de servios de publicidade legal e institucional. conta:1,2,23123000965/96-18,,Fornecedor 00.402.271/0001-73: ATUAL PROPAGANDA LTDA,21/08/1996,Lei 8666/93.,21/08/1996,31/12/1996,"R$ 6,000,000.00",/contratos/id/contrato/15000150000011996/aditivos,/contratos/id/contrato/15000150000011996/apostilamentos,/contratos/id/contrato/15000150000011996/eventos
